case,location,city or county,date,summary,fatalities,injured,total_victims,venue,prior signs of mental health issues,mental health - details,weapons obtained legally,where obtained,type of weapons,weapon details,race,gender,sources,mental health sources,latitude,longitude,type,year
,Florida,Miami,12/20/15,21630 Southwest 120th Avenue,1,4,5,,,,,,,,,,,,,,,
,Florida,Miami,12/20/15,Northeast Seventh Avenue and Northeast 166th Street,0,4,4,,,,,,,,,,,,,,,
,California,Los Angeles,12/13/15,5550 S. Flower Street,1,3,4,,,,,,,,,,,,,,,
,California,Huntington Beach,12/13/15,17000 block of Keelson Lane,0,4,4,,,,,,,,,,,,,,,
,Georgia,Savannah,12/12/15,Whitaker Street,0,4,4,,,,,,,,,,,,,,,
,Illinois,Lovejoy (Brooklyn),12/12/15,307 Jefferson St,1,3,4,,,,,,,,,,,,,,,
,Maryland,Baltimore,12/11/15,5100 block of Park Heights Avenue,1,3,4,,,,,,,,,,,,,,,
,Pennsylvania,Pittsburgh,12/11/15,200 block of  Brownsville Road,0,4,4,,,,,,,,,,,,,,,
,Ohio,Cincinnati,12/8/15,2300 block of Baltimore Avenue,1,3,4,,,,,,,,,,,,,,,
,Louisiana,Raceland,12/6/15,Market Street,1,3,4,,,,,,,,,,,,,,,
,Nebraska,Omaha,12/6/15,North 108th Street and Military Road,2,3,5,,,,,,,,,,,,,,,
,California,San Bernardino,12/2/15,1365 South Waterman Avenue,16,19,35,,,,,,,,,,,,,,,
,Georgia,Savannah,12/2/15,100 block of West 33rd Street,1,3,4,,,,,,,,,,,,,,,
,Illinois,Kankakee,11/29/15,648 E. Court St,0,5,5,,,,,,,,,,,,,,,
,Colorado,Colorado Springs,11/27/15,3480 Centennial Blvd,3,9,12,,,,,,,,,,,,,,,
,California,Sacramento,11/27/15,7900 block of Florin Road,2,2,4,,,,,,,,,,,,,,,
,South Carolina,Horry (county),11/24/15,1321 Colletta Court,0,4,4,,,,,,,,,,,,,,,
,Ohio,Columbus,11/23/15,90 block of S. Terrace Avenue,4,1,5,,,,,,,,,,,,,,,
,Minnesota,Minneapolis,11/23/15,Morgan Avenue North,0,5,5,,,,,,,,,,,,,,,
,Texas,Brownsville,11/22/15,1800 block of FM 802,0,4,4,,,,,,,,,,,,,,,
,Washington,Seattle,11/22/15,Broadway and Pike,0,4,4,,,,,,,,,,,,,,,
,New York,Newburgh,11/22/15,203 Broadway,0,5,5,,,,,,,,,,,,,,,
,South Carolina,North Charleston,11/22/15,Park Circle,1,3,4,,,,,,,,,,,,,,,
,Illinois,Chicago,11/22/15,4100 block of West Roosevelt,0,4,4,,,,,,,,,,,,,,,
,Louisiana,New Orleans,11/22/15,1900 block of Gallier Street,0,17,17,,,,,,,,,,,,,,,
,Maryland,Baltimore,11/21/15,Stricker and School,1,3,4,,,,,,,,,,,,,,,
,Pennsylvania,Pittsburgh,11/20/15,Prospect Drive,1,3,4,,,,,,,,,,,,,,,
,California,Fresno,11/18/15,California Avenue and Martin Luther King Jr. Boulevard,0,5,5,,,,,,,,,,,,,,,
,Alabama,Cherokee (county),11/16/15,1400 block of County Road 664,3,1,4,,,,,,,,,,,,,,,
,Texas,Tennessee Colony,11/15/15,800 block of An County Rd 2217,5,0,5,,,,,,,,,,,,,,,
,Pennsylvania,Philadelphia,11/15/15,5600 block of Blakemore Street,0,4,4,,,,,,,,,,,,,,,
,Pennsylvania,Johnstown,11/14/15,1159 Main St,0,4,4,,,,,,,,,,,,,,,
,Florida,Jacksonville,11/13/15,1300 block of South Shirley Oaks Drive,4,1,5,,,,,,,,,,,,,,,
,Indiana,Indianapolis,11/9/15,400 block of North Beville Ave,2,2,4,,,,,,,,,,,,,,,
,Iowa,Des Moines,11/8/15,4397 NW 6th Drive,1,3,4,,,,,,,,,,,,,,,
,Michigan,Warren,11/8/15,13859 8 Mile Road,0,4,4,,,,,,,,,,,,,,,
,Colorado,Denver,11/7/15,Bayaud and Bannock,1,3,4,,,,,,,,,,,,,,,
,California,Bakersfield,11/6/15,1000 block of Feliz Drive,0,4,4,,,,,,,,,,,,,,,
,Florida,Jacksonville,11/3/15,Ella Street and Kings Road,2,3,5,,,,,,,,,,,,,,,
,South Carolina,Pendleton,11/2/15,2217 Refuge Road,4,0,4,,,,,,,,,,,,,,,
,Louisiana,Houma,10/28/15,400 block of Morgan Street,1,3,4,,,,,,,,,,,,,,,
,Texas,Fort Worth,10/27/15,1700 block of Southcrest Drive,0,5,5,,,,,,,,,,,,,,,
,Indiana,Evansville,10/26/15,711 E Virginia St,0,5,5,,,,,,,,,,,,,,,
,North Carolina,Four Oaks,10/25/15,2339 Stricklands Crossroads Road,0,5,5,,,,,,,,,,,,,,,
,Arizona,Phoenix,10/25/15,Seventh Street and Broadway,1,4,5,,,,,,,,,,,,,,,
,District of Columbia,Washington,10/25/15,4300 block of Wheeler Road SE,0,5,5,,,,,,,,,,,,,,,
,South Carolina,Bamberg,10/24/15,682 Dixie Ave.,0,4,4,,,,,,,,,,,,,,,
,Tennessee,Nashville,10/22/15,3500 John A. Merritt Blvd,1,3,4,,,,,,,,,,,,,,,
,Illinois,Calumet City,10/19/15,300 Campbell Avenue,0,6,6,,,,,,,,,,,,,,,
,Louisiana,New Orleans,10/18/15,2600 block of Caffin Avenue,0,4,4,,,,,,,,,,,,,,,
,Indiana,Elkhart,10/17/15,160 Easy Shopping Place,0,4,4,,,,,,,,,,,,,,,
,Florida,Fort Myers,10/17/15,2224 First St,1,4,5,,,,,,,,,,,,,,,
,Georgia,Decatur,10/12/15,4731 Glenwood Road,0,4,4,,,,,,,,,,,,,,,
,Tennessee,Memphis,10/10/15,6135 Mount Moriah Road,0,6,6,,,,,,,,,,,,,,,
,North Carolina,Charlotte,10/10/15,1900 block of West Boulevard,0,4,4,,,,,,,,,,,,,,,
,Illinois,Peoria,10/10/15,2405 N Flora,1,3,4,,,,,,,,,,,,,,,
,Arizona,Flagstaff,10/9/15,216 E Mountain View Dr,1,3,4,,,,,,,,,,,,,,,
,Maryland,Baltimore,10/6/15,300 block of North Payson Street,0,5,5,,,,,,,,,,,,,,,
,Maryland,Baltimore,10/2/15,5400 Reisterstown Road,1,4,5,,,,,,,,,,,,,,,
,Oregon,Roseburg,10/1/15,1140 Umpqua College Rd,10,9,19,,,,,,,,,,,,,,,
,Ohio,Cincinnati,9/28/15,1800 block of Hewitt Avenue,0,5,5,,,,,,,,,,,,,,,
,Illinois,Chicago,9/28/15,300 block of West 42nd Street,3,2,5,,,,,,,,,,,,,,,
,Illinois,Chicago,9/28/15,5300 block of South Aberdeen Street,2,3,5,,,,,,,,,,,,,,,
,Ohio,Dayton,9/28/15,1921 Oakridge,0,4,4,,,,,,,,,,,,,,,
,Georgia,Greenville,9/27/15,1140 Hill Haven Road,0,10,10,,,,,,,,,,,,,,,
,Illinois,Chicago,9/27/15,5200 block of South Justine,0,4,4,,,,,,,,,,,,,,,
,Missouri,Kansas City,9/27/15,1700 E. 18th St.,0,4,4,,,,,,,,,,,,,,,
,Illinois,Danville,9/25/15,1300 block of May Street,0,4,4,,,,,,,,,,,,,,,
,Illinois,Chicago,9/24/15,5100 block of South Morgan Street,0,5,5,,,,,,,,,,,,,,,
,Louisiana,Shreveport,9/23/15,2900 block of Peach Street,0,5,5,,,,,,,,,,,,,,,
,Florida,Fort Myers,9/23/15,Dale Street and Veronica S. Shoemaker Boulevard,0,4,4,,,,,,,,,,,,,,,
,Georgia,Norcross,9/23/15,1300 block of Reddington Lane,1,3,4,,,,,,,,,,,,,,,
,Pennsylvania,Philadelphia,9/20/15,900 block of Pratt Street,1,3,4,,,,,,,,,,,,,,,
,Illinois,Chicago,9/20/15,5700 block of South LaSalle,1,5,6,,,,,,,,,,,,,,,
,Oklahoma,Tulsa,9/20/15,Pine and Yale,0,6,6,,,,,,,,,,,,,,,
,Indiana,Indianapolis,9/19/15,3900 block of Graceland Avenue,1,3,4,,,,,,,,,,,,,,,
,South Dakota,Geddes,9/17/15,36705 379th Street,6,0,6,,,,,,,,,,,,,,,
,Michigan,Albion,9/17/15,500 block of W. Broadwell Street,0,4,4,,,,,,,,,,,,,,,
,New Jersey,Newark,9/15/15,Irvine Turner Boulevard and West Kinney Street,0,4,4,,,,,,,,,,,,,,,
,Florida,Ocala,9/13/15,1910 South Pine Avenue,1,5,6,,,,,,,,,,,,,,,
,Louisiana,Shreveport,9/12/15,1500 block of Clanton Street,0,4,4,,,,,,,,,,,,,,,
,New York,Rochester,9/12/15,36 Woodward Street,2,4,6,,,,,,,,,,,,,,,
,Minnesota,Minneapolis,9/12/15,1st Ave. and N. 5th St.,0,6,6,,,,,,,,,,,,,,,
,Minnesota,Minneapolis,9/12/15,1200 block of 22nd Ave. N.,1,3,4,,,,,,,,,,,,,,,
,North Carolina,Charlotte,9/11/15,1000 North Carolina Music Factory Blvd.,0,5,5,,,,,,,,,,,,,,,
,Minnesota,Excelsior (Greenwood),9/10/15,Channel Drive,5,0,5,,,,,,,,,,,,,,,
,Georgia,Berlin,9/8/15,N/A,0,4,4,,,,,,,,,,,,,,,
,Illinois,Chicago,9/8/15,56th and Green,0,4,4,,,,,,,,,,,,,,,
,Indiana,Gary,9/7/15,9300 block of Sunrise,2,4,6,,,,,,,,,,,,,,,
,Colorado,Denver,9/7/15,1909 Blake Street,0,4,4,,,,,,,,,,,,,,,
,North Carolina,Charlotte,9/5/15,6800 block of Fieldvale Place,1,3,4,,,,,,,,,,,,,,,
,Florida,Daytona Beach,9/5/15,300 block of Pearl Street,0,4,4,,,,,,,,,,,,,,,
,Nevada,Las Vegas,9/5/15,5000 block of Hollywood Boulevard,1,3,4,,,,,,,,,,,,,,,
,Missouri,Columbia,9/5/15,1509 Ashley Street,0,4,4,,,,,,,,,,,,,,,
,Tennessee,Memphis,8/30/15,3300 block of Sobota Circle,1,4,5,,,,,,,,,,,,,,,
,Tennessee,Bristol,8/29/15,618 Henson Road,3,2,5,,,,,,,,,,,,,,,
,Texas,Tyler,8/29/15,638 ENE Loop 323,1,3,4,,,,,,,,,,,,,,,
,New York,Brooklyn,8/28/15,589 Flatbush Avenue,1,3,4,,,,,,,,,,,,,,,
,California,Salinas,8/27/15,928 Blanco Circle,2,2,4,,,,,,,,,,,,,,,
,Illinois,Chicago,8/26/15,3025 W. Van Buren Ave,2,2,4,,,,,,,,,,,,,,,
,Minnesota,Minneapolis,8/26/15,5000 block of Drew Avenue North,0,4,4,,,,,,,,,,,,,,,
,Florida,West Palm Beach,8/26/15,800 block of 19th Street,2,2,4,,,,,,,,,,,,,,,
,Louisiana,New Orleans,8/25/15,Fern Street and Olive Street,1,3,4,,,,,,,,,,,,,,,
,California,Modesto,8/23/15,1100 block of Kansas Avenue,1,7,8,,,,,,,,,,,,,,,
,Florida,Orlando,8/22/15,State Road 408,0,4,4,,,,,,,,,,,,,,,
,New Mexico,Roswell,8/22/15,302 East Reed Street,3,1,4,,,,,,,,,,,,,,,
,North Carolina,Durham,8/21/15,2700 block of Hinson Drive,0,8,8,,,,,,,,,,,,,,,
,Ohio,Cincinnati,8/21/15,Mathis and Prentice,2,5,7,,,,,,,,,,,,,,,
,Texas,Grulla (La Grulla),8/20/15,FM 2360,2,2,4,,,,,,,,,,,,,,,
,New York,Rochester,8/19/15,500 Genesee St,3,4,7,,,,,,,,,,,,,,,
,Texas,Fort Worth,8/16/15,3651 Sycamore School Rd,0,6,6,,,,,,,,,,,,,,,
,Illinois,Chicago,8/16/15,5400 block of West Division Street,0,4,4,,,,,,,,,,,,,,,
,South Carolina,Bennettsville,8/16/15,Highway 38N,0,5,5,,,,,,,,,,,,,,,
,Pennsylvania,Pittsburgh,8/15/15,West Prospect Avenue,1,3,4,,,,,,,,,,,,,,,
,California,Los Angeles,8/15/15,57th Street and South Normandie Avenue,0,4,4,,,,,,,,,,,,,,,
,South Carolina,Orangeburg,8/15/15,2868 Bamberg Road,1,3,4,,,,,,,,,,,,,,,
,California,Long Beach,8/10/15,1700 block of East 10th Street,0,4,4,,,,,,,,,,,,,,,
,Mississippi,Forest,8/9/15,Poplar Street,1,3,4,,,,,,,,,,,,,,,
,Michigan,Detroit,8/9/15,15200 block of Hazelridge,1,3,4,,,,,,,,,,,,,,,
,Missouri,Kansas City,8/9/15,40th Street and Pennsylvania Avenue,0,4,4,,,,,,,,,,,,,,,
,North Carolina,Gastonia,8/8/15,4908 Greenwood Drive,2,3,5,,,,,,,,,,,,,,,
,Arkansas,Blytheville,8/8/15,833 Anderson Street,1,11,12,,,,,,,,,,,,,,,
,Texas,Houston,8/8/15,2211 Falling Oaks,8,0,8,,,,,,,,,,,,,,,
,Vermont,Barre (Berlin),8/7/15,3182 Airport Rd,4,0,4,,,,,,,,,,,,,,,
,South Carolina,Columbia,8/6/15,1505 Garden Plaza,0,4,4,,,,,,,,,,,,,,,
,Missouri,St. Louis,8/4/15,2500 block of Semple,1,4,5,,,,,,,,,,,,,,,
,New York,Brooklyn,8/3/15,98 Dwight Street,0,5,5,,,,,,,,,,,,,,,
,New York,Brooklyn,8/2/15,Stanley Avenue and Crescent Street,0,9,9,,,,,,,,,,,,,,,
,Maryland,Baltimore,8/2/15,2700 block of Garrison Avenue,0,7,7,,,,,,,,,,,,,,,
,Illinois,Chicago,8/2/15,4800 block of West Kamerling Avenue,1,4,5,,,,,,,,,,,,,,,
,Georgia,Savannah,8/2/15,Barnard Street,0,5,5,,,,,,,,,,,,,,,
,Illinois,Chicago,8/2/15,6700 block of South Winchester Avenue,0,4,4,,,,,,,,,,,,,,,
,Florida,Orlando,8/1/15,5801 Shenandoah Way,0,4,4,,,,,,,,,,,,,,,
,Pennsylvania,Pittsburgh,7/30/15,Brushton Avenue,0,4,4,,,,,,,,,,,,,,,
,Illinois,Rockford,7/27/15,900 block of Kent Street,0,5,5,,,,,,,,,,,,,,,
,Missouri,Kansas City,7/26/15,Thompson and Colorado,2,3,5,,,,,,,,,,,,,,,
,Louisiana,New Orleans,7/26/15,Piety and Treasure street,0,4,4,,,,,,,,,,,,,,,
,Virginia,Hopewell,7/25/15,500 block of N. 7th Ave,0,4,4,,,,,,,,,,,,,,,
,Pennsylvania,Erie,7/24/15,200 block of W 29th St,2,5,7,,,,,,,,,,,,,,,
,Louisiana,Lafayette,7/23/15,3141 Johnson Street,3,9,12,,,,,,,,,,,,,,,
,Georgia,Suwanee,7/22/15,5500 block of Old Atlanta Road,5,0,5,,,,,,,,,,,,,,,
,Florida,Miami Gardens,7/21/15,Northwest 25th Avenue and Miami Gardens Drive,1,3,4,,,,,,,,,,,,,,,
,New York,Bronx,7/20/15,E. 153rd St. and the Grand Concourse,0,6,6,,,,,,,,,,,,,,,
,Virginia,Suffolk,7/19/15,100 block of North Capitol Street,0,4,4,,,,,,,,,,,,,,,
,Kentucky,Louisville,7/19/15,2928 W Kentucky St,0,6,6,,,,,,,,,,,,,,,
,North Carolina,Rocky Mount,7/19/15,Interstate 64 and Raliegh Street,0,4,4,,,,,,,,,,,,,,,
,California,San Diego,7/18/15,200 block of South Bancroft Street,0,4,4,,,,,,,,,,,,,,,
,California,Santa Paula,7/18/15,Ojai-Santa Paula Street,0,5,5,,,,,,,,,,,,,,,
,Oregon,Salem,7/18/15,1550 Weston Ct NE,1,4,5,,,,,,,,,,,,,,,
,Louisiana,Baton Rouge,7/18/15,300 block of Brice Street,2,2,4,,,,,,,,,,,,,,,
,Illinois,Chicago,7/17/15,4400 block of W. Maypole,0,5,5,,,,,,,,,,,,,,,
,Ohio,Cincinnati,7/17/15,3100 block of Sunshine Avenue,0,4,4,,,,,,,,,,,,,,,
,Tennessee,Chattanooga,7/16/15,4051 Amnicola Highway,6,2,8,,,,,,,,,,,,,,,
,Texas,Dallas,7/16/15,Singleton and Hampton,0,5,5,,,,,,,,,,,,,,,
,Georgia,Atlanta,7/15/15,500 block of Center Hill Avenue,0,5,5,,,,,,,,,,,,,,,
,Maryland,Baltimore,7/15/15,3500 block of West Garrison Boulevard,1,3,4,,,,,,,,,,,,,,,
,Ohio,Cleveland,7/15/15,700 block of Thornhill,0,7,7,,,,,,,,,,,,,,,
,Michigan,Detroit,7/15/15,9200 block of Memorial,0,4,4,,,,,,,,,,,,,,,
,South Carolina,Holly Hill,7/15/15,7050 Old State Road,4,1,5,,,,,,,,,,,,,,,
,Missouri,St. Louis,7/14/15,1100 block of Riverview,0,4,4,,,,,,,,,,,,,,,
,California,Norwalk,7/13/15,11959 162nd Street,0,4,4,,,,,,,,,,,,,,,
,California,Stockton,7/13/15,400 block of McCloud Avenue,1,4,5,,,,,,,,,,,,,,,
,Illinois,River Forest,7/12/15,116 Lathrop Avenue,2,3,5,,,,,,,,,,,,,,,
,New Jersey,Jersey City,7/12/15,Sip and Van Wagenen avenues,0,4,4,,,,,,,,,,,,,,,
,Ohio,Cleveland,7/7/15,East 162nd Street and Miles Avenue,1,3,4,,,,,,,,,,,,,,,
,Maryland,Baltimore,7/7/15,900 block of West Fayette Street,3,1,4,,,,,,,,,,,,,,,
,Louisiana,Shreveport,7/5/15,3500 block of Hearne Avenue,0,8,8,,,,,,,,,,,,,,,
,Indiana,Fort Wayne,7/5/15,1400 block of McCulloch Street,0,9,9,,,,,,,,,,,,,,,
,New Jersey,East Orange,7/5/15,200 block of S. Clinton St,1,3,4,,,,,,,,,,,,,,,
,District of Columbia,Washington,7/4/15,2600 Douglas Place SE,1,3,4,,,,,,,,,,,,,,,
,Kentucky,Louisville,7/4/15,2500 block of West Broadway,0,4,4,,,,,,,,,,,,,,,
,Massachusetts,Pittsfield,7/4/15,Dewey Avenue,1,4,5,,,,,,,,,,,,,,,
,New York,Syracuse,7/4/15,Bellevue and Rich Street,0,4,4,,,,,,,,,,,,,,,
,Texas,San Antonio,7/4/15,1100 block of West Avenue,0,4,4,,,,,,,,,,,,,,,
,Indiana,Indianapolis,7/2/15,Lynn and Michigan,1,3,4,,,,,,,,,,,,,,,
,Florida,Opa Locka,6/29/15,13450 NW 30th Ave,0,4,4,,,,,,,,,,,,,,,
,Michigan,Detroit,6/28/15,Gratiot and Loretto,0,5,5,,,,,,,,,,,,,,,
,Illinois,Venice,6/28/15,N/A,0,6,6,,,,,,,,,,,,,,,
,Delaware,Harrington,6/28/15,100 block of East St,0,6,6,,,,,,,,,,,,,,,
,Massachusetts,Taunton,6/27/15,Weir Street,1,3,4,,,,,,,,,,,,,,,
,Michigan,Detroit,6/27/15,Stringham Court,0,4,4,,,,,,,,,,,,,,,
,New York,New York,6/24/15,2110 Madison Ave,0,4,4,,,,,,,,,,,,,,,
,Pennsylvania,Philadelphia,6/22/15,700 block of East Hilton Street,0,7,7,,,,,,,,,,,,,,,
,Pennsylvania,Pittsburgh,6/21/15,Rebecca and East Swissvale Avenue,0,4,4,,,,,,,,,,,,,,,
,Kentucky,Lexington,6/21/15,726 Georgetown St,1,4,5,,,,,,,,,,,,,,,
,Michigan,Detroit,6/20/15,Dexter and Webb,1,11,12,,,,,,,,,,,,,,,
,North Carolina,Morven,6/20/15,N/A,0,4,4,,,,,,,,,,,,,,,
,Pennsylvania,Philadelphia,6/20/15,4100 block of Ogden Street,0,11,11,,,,,,,,,,,,,,,
,Rhode Island,Woonsocket,6/19/15,80 River Street,0,4,4,,,,,,,,,,,,,,,
,South Carolina,Charleston,6/17/15,110 Calhoun Street,9,0,9,,,,,,,,,,,,,,,
,Florida,Miami Gardens,6/16/15,600 block of Northwest 177th Street,0,4,4,,,,,,,,,,,,,,,
,New York,Brooklyn,6/15/15,673 Flatbush Avenue,0,4,4,,,,,,,,,,,,,,,
,New Jersey,Camden,6/14/15,2800 block of Mitchell Street,1,3,4,,,,,,,,,,,,,,,
,Oklahoma,Tulsa,6/14/15,1800 block of North Kingston,0,4,4,,,,,,,,,,,,,,,
,Missouri,St. Louis,6/14/15,1400 block of North Market Street,0,4,4,,,,,,,,,,,,,,,
,Georgia,Fayetteville,6/13/15,600 block of Highway 279,1,4,5,,,,,,,,,,,,,,,
,Georgia,Milledgeville,6/13/15,451 North Flynn Street,1,3,4,,,,,,,,,,,,,,,
,New York,Bronx,6/13/15,2409 Creston Avenue,0,5,5,,,,,,,,,,,,,,,
,Oklahoma,Oklahoma City,6/13/15,500 block of Se 69th St,0,4,4,,,,,,,,,,,,,,,
,Ohio,Columbus,6/13/15,1623 E. Hudson Street,4,1,5,,,,,,,,,,,,,,,
,Florida,Allapattah,6/12/15,24th Avenue and 36th Street,0,4,4,,,,,,,,,,,,,,,
,Connecticut,Bridgeport,6/11/15,468 Trumbull Avenue,1,8,9,,,,,,,,,,,,,,,
,Texas,Houston,6/11/15,3400 block of Burkett,1,3,4,,,,,,,,,,,,,,,
,California,Los Angeles,6/10/15,South Vermont Avenue and West 88th Street,1,3,4,,,,,,,,,,,,,,,
,Missouri,St. Louis,6/9/15,North Market Street and North Spring Avenue,1,3,4,,,,,,,,,,,,,,,
,Montana,Deer Lodge,6/7/15,Boulder Creek Road,5,0,5,,,,,,,,,,,,,,,
,New York,Buffalo,6/6/15,100 block of Warren Avenue,1,4,5,,,,,,,,,,,,,,,
,Illinois,Chicago,6/6/15,100 block of North Lorel Avenue,0,5,5,,,,,,,,,,,,,,,
,Iowa,Davenport,6/5/15,900 block of West 3rd St,0,5,5,,,,,,,,,,,,,,,
,Louisiana,New Orleans,6/5/15,2100 block of Governor Nicholls Street,1,3,4,,,,,,,,,,,,,,,
,New York,Wyandanch,6/3/15,Davidson Street,3,1,4,,,,,,,,,,,,,,,
,Ohio,Cleveland,5/31/15,16209 block of Laverne Avenue,3,1,4,,,,,,,,,,,,,,,
,Maryland,Springdale,5/31/15,9222 Ardwick Ardmore Road,1,3,4,,,,,,,,,,,,,,,
,Connecticut,New Haven,5/31/15,849 Chapel Street,0,5,5,,,,,,,,,,,,,,,
,Georgia,Conyers,5/31/15,4669 Bell Road SE,3,2,5,,,,,,,,,,,,,,,
,California,San Diego,5/30/15,4200 block of Market Street,0,4,4,,,,,,,,,,,,,,,
,Nebraska,Omaha,5/28/15,84th and Q,0,4,4,,,,,,,,,,,,,,,
,Illinois,Chicago,5/28/15,6200 block of South Honore Street,0,5,5,,,,,,,,,,,,,,,
,Pennsylvania,Chester,5/28/15,2700 block of West 3rd Street,1,3,4,,,,,,,,,,,,,,,
,Louisiana,New Orleans,5/26/15,6700 block of Tara Lane,2,2,4,,,,,,,,,,,,,,,
,Illinois,Decatur,5/25/15,1816 N Water,1,4,5,,,,,,,,,,,,,,,
,Massachusetts,Brockton,5/24/15,1002 Main St,0,5,5,,,,,,,,,,,,,,,
,Michigan,Flint,5/24/15,W. 12th Street and Hammerberg Road.,0,7,7,,,,,,,,,,,,,,,
,Alabama,Montgomery,5/24/15,Smiley Court,1,3,4,,,,,,,,,,,,,,,
,Missouri,St. Louis,5/24/15,2700 block of Dayton,0,4,4,,,,,,,,,,,,,,,
,California,Fresno,5/23/15,2400 block of South 9th Street,2,2,4,,,,,,,,,,,,,,,
,Maryland,Baltimore,5/20/15,800 block of Linwood Avenue,1,3,4,,,,,,,,,,,,,,,
,Missouri,Kinloch,5/18/15,8000 block of School Way,0,4,4,,,,,,,,,,,,,,,
,Florida,Miami,5/18/15,Northwest 75th Street and Northwest 16th Avenue,1,4,5,,,,,,,,,,,,,,,
,Texas,Waco,5/17/15,4671 S Jack Kultgen Fwy,9,18,27,,,,,,,,,,,,,,,
,Wisconsin,Milwaukee,5/16/15,28th Street and Auer Avenue,0,5,5,,,,,,,,,,,,,,,
,New York,Rochester,5/16/15,188 Lewis Street,0,4,4,,,,,,,,,,,,,,,
,Maryland,Baltimore,5/16/15,1700 block of North Broadway,0,5,5,,,,,,,,,,,,,,,
,Maryland,Capitol Heights,5/12/15,Pard Road,1,4,5,,,,,,,,,,,,,,,
,Arizona,Tucson,5/12/15,800 block of West Calle Medina Road,5,0,5,,,,,,,,,,,,,,,
,Ohio,Cleveland,5/10/15,3600 block of Bosworth Rd,1,4,5,,,,,,,,,,,,,,,
,New Jersey,Jersey City,5/10/15,Bostwick Avenue,0,4,4,,,,,,,,,,,,,,,
,New Jersey,Newark,5/10/15,19th Avenue and South 16th Street,1,3,4,,,,,,,,,,,,,,,
,Ohio,Cincinnati,5/7/15,2300 block of Baltimore Avenue,0,4,4,,,,,,,,,,,,,,,
,Michigan,Detroit,5/7/15,16000 block of Cathedral Street,0,4,4,,,,,,,,,,,,,,,
,New York,Buffalo,5/4/15,100 block of Roosevelt Avenue,1,3,4,,,,,,,,,,,,,,,
,Indiana,South Bend,5/3/15,1600 block of South William Street,0,4,4,,,,,,,,,,,,,,,
,Texas,Houston,5/3/15,San Jacinto at Elgin,0,6,6,,,,,,,,,,,,,,,
,New York,Bronx,5/3/15,University Avenue,0,4,4,,,,,,,,,,,,,,,
,Ohio,Dayton,5/3/15,2801 Germantown Street,1,6,7,,,,,,,,,,,,,,,
,Wisconsin,Menasha,5/3/15,Friendship Trail,4,1,5,,,,,,,,,,,,,,,
,Wisconsin,Milwaukee,5/1/15,3700 block of 37th Street,2,3,5,,,,,,,,,,,,,,,
,New York,Brooklyn,4/27/15,1365 Flatbush Ave,2,4,6,,,,,,,,,,,,,,,
,Arizona,Gila Bend,4/27/15,State Route 85,2,2,4,,,,,,,,,,,,,,,
,New Jersey,Trenton,4/25/15,Wood Street,0,4,4,,,,,,,,,,,,,,,
,New York,Gates,4/25/15,24 Hinchey Rd,1,6,7,,,,,,,,,,,,,,,
,Texas,Killeen,4/21/15,420 Gilmer St.,2,3,5,,,,,,,,,,,,,,,
,Virginia,Richmond,4/19/15,200 block of West Hill Street,0,4,4,,,,,,,,,,,,,,,
,Alabama,Montgomery,4/18/15,1800 block of Gibbs Court,0,5,5,,,,,,,,,,,,,,,
,Pennsylvania,Williamsport,4/18/15,321 Pine St,0,5,5,,,,,,,,,,,,,,,
,North Carolina,Lumberton,4/18/15,Martin Luther King Drive,1,3,4,,,,,,,,,,,,,,,
,North Carolina,Charlotte,4/18/15,Bost Street,0,4,4,,,,,,,,,,,,,,,
,New Jersey,Paterson,4/18/15,Rosa Parks Blvd and Godwin Ave,1,3,4,,,,,,,,,,,,,,,
,Arizona,Phoenix,4/16/15,4300 block of East Anderson Drive,5,0,5,,,,,,,,,,,,,,,
,Georgia,Rome,4/7/15,20 Copeland Street,1,3,4,,,,,,,,,,,,,,,
,Pennsylvania,Pittsburgh,4/5/15,Dinwiddie Street,1,3,4,,,,,,,,,,,,,,,
,Kentucky,Louisville,4/5/15,40th and Grand Street,1,4,5,,,,,,,,,,,,,,,
,Indiana,Indianapolis,4/5/15,5000 block of Wildflower Court,0,5,5,,,,,,,,,,,,,,,
,Michigan,Benton Harbor,4/5/15,1000 block of Blossom Lane,0,4,4,,,,,,,,,,,,,,,
,Florida,Daytona Beach,4/3/15,300 block of Henry Butts Drive,0,4,4,,,,,,,,,,,,,,,
,Maryland,Baltimore,4/2/15,1900 block of West Lanvale Street,0,5,5,,,,,,,,,,,,,,,
,Florida,Panama City Beach,3/27/15,5312 Thomas Drive,0,7,7,,,,,,,,,,,,,,,
,Texas,Amarillo,3/26/15,3100 block of Redwood,0,4,4,,,,,,,,,,,,,,,
,Indiana,Indianapolis,3/24/15,3100 block of North Harding Street,4,0,4,,,,,,,,,,,,,,,
,Tennessee,Clarksville,3/23/15,900 block of Carpenter Street,1,4,5,,,,,,,,,,,,,,,
,New Mexico,Albuquerque,3/22/15,10140 Lomas NE,1,6,7,,,,,,,,,,,,,,,
,Florida,Tampa,3/21/15,1802 Seventh Ave,0,4,4,,,,,,,,,,,,,,,
,Texas,Lancaster,3/20/15,1500 block of Reynolds Street,1,5,6,,,,,,,,,,,,,,,
,New Jersey,Newark,3/18/15,200 block of Clinton Place,1,3,4,,,,,,,,,,,,,,,
,Arizona,Mesa,3/18/15,1504 West Main Street,1,5,6,,,,,,,,,,,,,,,
